fips,variable,value,source_dataset
08057,pct_clay,20.769954088108,SoilGrids
08059,pct_clay,23.5254020139051,SoilGrids
08061,pct_clay,25.2097251970664,SoilGrids
08063,pct_clay,22.6518766554868,SoilGrids
08065,pct_clay,14.4766561601908,SoilGrids
08067,pct_clay,25.0625153692533,SoilGrids
08069,pct_clay,24.6048255416248,SoilGrids
08071,pct_clay,25.750725995184,SoilGrids
08073,pct_clay,24.1985402191385,SoilGrids
08075,pct_clay,20.5168362237133,SoilGrids
08077,pct_clay,23.3610727475905,SoilGrids
08079,pct_clay,17.7419758022612,SoilGrids
08081,pct_clay,24.9229833011133,SoilGrids
08083,pct_clay,23.6985202168243,SoilGrids
08085,pct_clay,26.0435391756545,SoilGrids
08087,pct_clay,21.7978455328682,SoilGrids
08089,pct_clay,25.4049503281791,SoilGrids
08091,pct_clay,23.6242943685723,SoilGrids
08093,pct_clay,17.3772158397605,SoilGrids
08095,pct_clay,19.1299742860966,SoilGrids
08097,pct_clay,22.8736194162467,SoilGrids
08099,pct_clay,26.1372717764682,SoilGrids
08101,pct_clay,23.8174412570081,SoilGrids
08103,pct_clay,23.9970659037223,SoilGrids
08105,pct_clay,22.377009600781,SoilGrids
08107,pct_clay,26.8215213967782,SoilGrids
08109,pct_clay,21.7043624758914,SoilGrids
08111,pct_clay,16.0748374762553,SoilGrids
08113,pct_clay,23.8008767057585,SoilGrids
08115,pct_clay,18.2647487518264,SoilGrids
08117,pct_clay,17.464464096008,SoilGrids
08119,pct_clay,17.2485678731561,SoilGrids
08121,pct_clay,22.2834490192761,SoilGrids
08123,pct_clay,23.6155940721746,SoilGrids
08125,pct_clay,19.3131873758484,SoilGrids
09001,pct_clay,9.64233840370817,SoilGrids
09003,pct_clay,12.0977548526344,SoilGrids
09005,pct_clay,11.1059100882998,SoilGrids
09007,pct_clay,9.51752833761414,SoilGrids
09009,pct_clay,10.4584636675169,SoilGrids
09011,pct_clay,8.26811824813949,SoilGrids
09013,pct_clay,9.40634398773571,SoilGrids
09015,pct_clay,7.73352395006954,SoilGrids
10001,pct_clay,11.4731172304605,SoilGrids
10003,pct_clay,15.3916125136577,SoilGrids
10005,pct_clay,9.74233151441709,SoilGrids
11001,pct_clay,21.6922890456283,SoilGrids
12001,pct_clay,9.75324157227982,SoilGrids
12003,pct_clay,6.88302289318305,SoilGrids
12005,pct_clay,7.18174515980975,SoilGrids
12007,pct_clay,8.19715976328216,SoilGrids
12009,pct_clay,8.11963452683714,SoilGrids
12011,pct_clay,11.543252469986,SoilGrids
12013,pct_clay,11.5506135320246,SoilGrids
12015,pct_clay,4.60239342855521,SoilGrids
12017,pct_clay,7.83910511505013,SoilGrids
12019,pct_clay,6.82899978200486,SoilGrids
12021,pct_clay,8.88544047237164,SoilGrids
12023,pct_clay,9.83807780081836,SoilGrids
12027,pct_clay,5.3971053678494,SoilGrids
12029,pct_clay,7.80694385750412,SoilGrids
12031,pct_clay,7.83361329673931,SoilGrids
12033,pct_clay,19.1301045380277,SoilGrids
12035,pct_clay,7.35066105324912,SoilGrids
12037,pct_clay,7.58414152715997,SoilGrids
12039,pct_clay,15.9192501641966,SoilGrids
12041,pct_clay,8.39776507046465,SoilGrids
12043,pct_clay,9.11501170006199,SoilGrids
12045,pct_clay,7.73112588788828,SoilGrids
12047,pct_clay,12.3277047196376,SoilGrids
12049,pct_clay,6.50350185582297,SoilGrids
12051,pct_clay,10.6769173230472,SoilGrids
12053,pct_clay,12.2229707603418,SoilGrids
12055,pct_clay,6.951727417209,SoilGrids
12057,pct_clay,7.46408307076104,SoilGrids
12059,pct_clay,17.6333797013448,SoilGrids
12061,pct_clay,7.98472881624109,SoilGrids
12063,pct_clay,17.1710538605216,SoilGrids
12065,pct_clay,15.911447495063,SoilGrids
12067,pct_clay,10.1536565430386,SoilGrids
12069,pct_clay,8.59472427480138,SoilGrids
12071,pct_clay,6.15475260569542,SoilGrids
12073,pct_clay,14.3445797172749,SoilGrids
12075,pct_clay,8.10484355599625,SoilGrids
12077,pct_clay,13.6978432750209,SoilGrids
12079,pct_clay,12.764949583767,SoilGrids
12081,pct_clay,8.24596310419196,SoilGrids
12083,pct_clay,10.015374590753,SoilGrids
12085,pct_clay,10.0251119857933,SoilGrids
12086,pct_clay,18.8523554022865,SoilGrids
12087,pct_clay,18.4106192078702,SoilGrids
12089,pct_clay,8.19761256453012,SoilGrids
12091,pct_clay,14.5938289193938,SoilGrids
12093,pct_clay,8.12362338708537,SoilGrids
12095,pct_clay,7.88991685474216,SoilGrids
12097,pct_clay,6.60915604705838,SoilGrids
12099,pct_clay,22.7587749326458,SoilGrids
12101,pct_clay,10.4343462005813,SoilGrids
12103,pct_clay,6.33783382267961,SoilGrids
12105,pct_clay,7.34151270194671,SoilGrids
12107,pct_clay,8.11298253825218,SoilGrids
12109,pct_clay,8.0854432176953,SoilGrids
12111,pct_clay,7.41070942919059,SoilGrids
12113,pct_clay,17.3967355819527,SoilGrids
12115,pct_clay,5.65768274995417,SoilGrids
12117,pct_clay,8.23713721312063,SoilGrids
12119,pct_clay,10.1632423903334,SoilGrids
12121,pct_clay,11.6501275571714,SoilGrids
12123,pct_clay,8.24818098199886,SoilGrids
12125,pct_clay,8.76322779100682,SoilGrids
12127,pct_clay,7.40607599950495,SoilGrids
12129,pct_clay,7.60351407072588,SoilGrids
12131,pct_clay,14.3956931757702,SoilGrids
12133,pct_clay,16.9831710262793,SoilGrids
13001,pct_clay,15.0873603619484,SoilGrids
13003,pct_clay,13.8139411977257,SoilGrids
13005,pct_clay,13.5707735496671,SoilGrids
13007,pct_clay,16.847027061781,SoilGrids
13009,pct_clay,23.2103268318843,SoilGrids
13011,pct_clay,28.0668579973564,SoilGrids
13013,pct_clay,26.9053239508733,SoilGrids
13015,pct_clay,27.442934098137,SoilGrids
13017,pct_clay,18.7595268414431,SoilGrids
13019,pct_clay,14.4216455808797,SoilGrids
13021,pct_clay,22.8376739217279,SoilGrids
13023,pct_clay,20.6058697795983,SoilGrids
13025,pct_clay,13.2402530514986,SoilGrids
13027,pct_clay,16.5187160283998,SoilGrids
13029,pct_clay,18.454095949057,SoilGrids
13031,pct_clay,19.5126458618227,SoilGrids
13033,pct_clay,21.3485621656268,SoilGrids
13035,pct_clay,26.2241113933473,SoilGrids
13037,pct_clay,21.3128571373023,SoilGrids
13039,pct_clay,14.0728459584091,SoilGrids
13043,pct_clay,19.2084366910729,SoilGrids
13045,pct_clay,24.4232007282557,SoilGrids
13047,pct_clay,26.9462863232061,SoilGrids
13049,pct_clay,9.28516929443173,SoilGrids
13051,pct_clay,20.1067129601256,SoilGrids
13053,pct_clay,22.7833980777056,SoilGrids
13055,pct_clay,25.5969762814666,SoilGrids
13057,pct_clay,24.655442178333,SoilGrids
13059,pct_clay,26.8362576350082,SoilGrids
13061,pct_clay,22.0133663217664,SoilGrids
13063,pct_clay,25.7294934350238,SoilGrids
13065,pct_clay,12.6112478507461,SoilGrids
13067,pct_clay,24.6342021656218,SoilGrids
13069,pct_clay,14.5406873452849,SoilGrids
13071,pct_clay,14.7106113565892,SoilGrids
13073,pct_clay,23.2688448796492,SoilGrids
13075,pct_clay,14.5705514379409,SoilGrids
13077,pct_clay,24.7473824676338,SoilGrids
13079,pct_clay,22.8096153968487,SoilGrids
13081,pct_clay,21.6552834780271,SoilGrids
13083,pct_clay,25.3489600238255,SoilGrids
13085,pct_clay,25.2864832044368,SoilGrids
13087,pct_clay,17.1867087287913,SoilGrids
13089,pct_clay,24.7622426095965,SoilGrids
13091,pct_clay,19.0865358805514,SoilGrids
13093,pct_clay,24.916782343765,SoilGrids
13095,pct_clay,20.1411253892762,SoilGrids
13097,pct_clay,23.9966055111122,SoilGrids
